target,cell,horizon,candidate,fold,evaluation_stage,n,interval_coverage,coverage_ci_lo,coverage_ci_hi,mean_halfwidth,interval_score,mean_q,start,end,score_delta,score_delta_ci_lo,score_delta_ci_hi,verdict
sk_hynix,open,1,aci_g0.02_w500,2024H1,halfyear,121,0.7603305785123967,,,0.020035260180850327,0.061060095989972946,,,,,,,
sk_hynix,open,1,aci_g0.02_w500,2024H2,halfyear,123,0.8455284552845529,,,0.02539243239475883,0.07275999721005925,,,,,,,
sk_hynix,open,1,aci_g0.02_w500,2025H1,halfyear,117,0.7606837606837606,,,0.022333968097956815,0.07233908970351698,,,,,,,
sk_hynix,open,1,aci_g0.02_w500,2025H2,halfyear,107,0.822429906542056,,,0.02692467050143713,0.07741646584240339,,,,,,,
sk_hynix,open,1,aci_g0.02_w500,2026H1,halfyear,120,0.7916666666666666,,,0.03901902502908856,0.11782655843084718,,,,,,,
sk_hynix,open,1,aci_g0.02_w500,2026H2,halfyear,49,0.8571428571428571,,,0.06188580757387691,0.1695397470296546,,,,,,,
sk_hynix,1,1,current,selection,selection,476,0.8172268907563025,0.7815026869116746,0.853062661684392,0.029648622670345126,0.08782503743119684,1.2549054551471668,2022-09-19,2024-08-23,,,,
sk_hynix,1,1,trailing_q_w250,selection,selection,476,0.7983193277310925,0.7653216583436612,0.8319412478367143,0.02850498085925961,0.08809380535680444,1.2077961993117263,2022-09-19,2024-08-23,0.0002687679256076006,-0.0004573838604049419,0.0011156052458729355,동률
sk_hynix,1,1,conformal_w250,selection,selection,476,0.8025210084033614,0.769552284553081,0.8369839104905451,0.02891735189797163,0.08810037776162435,1.2258793950001536,2022-09-19,2024-08-23,0.00027534033042752367,-0.0004114668897892955,0.0010669506673220152,동률
sk_hynix,1,1,trailing_q_w500,selection,selection,476,0.7983193277310925,0.7639484978540773,0.8329982817869416,0.02887017449590875,0.08780708435823523,1.2214936911606227,2022-09-19,2024-08-23,-1.7953072961606513e-05,-0.0003172994147018671,0.0002675070400313528,동률
sk_hynix,1,1,conformal_w500,selection,selection,476,0.8046218487394958,0.7700384510684634,0.8396771101423393,0.02900900566120489,0.0878183928938436,1.2274541086680806,2022-09-19,2024-08-23,-6.644537353250823e-06,-0.00027316624419274847,0.00023904186861393924,동률
sk_hynix,1,1,aci_g0.005_w250,selection,selection,476,0.8004201680672269,0.7694012109106201,0.8322306351148043,0.02844725356420418,0.08837884631208592,1.201836099857515,2022-09-19,2024-08-23,0.0005538088808890729,-0.0002092598710688639,0.0014217276465892253,동률
sk_hynix,1,1,aci_g0.005_w500,selection,selection,476,0.8025210084033614,0.7692307692307693,0.8364832636866321,0.028690935133461125,0.08806693349438245,1.2119557553430944,2022-09-19,2024-08-23,0.00024189606318562418,-0.00020731204122916735,0.0007246769458050274,동률
sk_hynix,1,1,aci_g0.02_w250,selection,selection,476,0.8046218487394958,0.76971864477071,0.8390377315439025,0.028795592881590153,0.0889925735861367,1.2064388584246344,2022-09-19,2024-08-23,0.0011675361549398579,0.0002785375816142194,0.0020921358765029047,점수 열위
sk_hynix,1,1,aci_g0.02_w500,selection,selection,476,0.8046218487394958,0.7713097713097713,0.8381742738589212,0.02877695975115685,0.08862488176141581,1.2057017969109338,2022-09-19,2024-08-23,0.0007998443302189682,-4.303584512660638e-06,0.0016351263525510508,동률
sk_hynix,1,1,sigma_har,selection,selection,476,0.792016806722689,0.7510722879666708,0.8312843815752782,0.02764546035146745,0.08842940014589336,5.729116020072519,2022-09-19,2024-08-23,0.0006043627146965074,-0.0011805602097368488,0.002352986958380489,동률
sk_hynix,1,1,current,evaluation,evaluation,477,0.8071278825995807,0.7681723128879236,0.8479678273219334,0.05381303335062622,0.14835719493112823,1.2549054551471666,2024-08-26,2026-09-09,,,,
sk_hynix,1,1,trailing_q_w250,evaluation,evaluation,477,0.7966457023060797,0.7583240445859872,0.8365180467091295,0.053761337701808104,0.14921200816401395,1.2281902055595384,2024-08-26,2026-09-09,0.0008548132328857436,-0.0004394343285487788,0.0024236046018390857,동률
sk_hynix,1,1,conformal_w250,evaluation,evaluation,477,0.7987421383647799,0.7604123975409836,0.8386486706236279,0.05417202287340063,0.14928772056016112,1.2382782033155872,2024-08-26,2026-09-09,0.0009305256290329057,-0.0003911731295424536,0.0026424285322704934,동률
sk_hynix,1,1,trailing_q_w500,evaluation,evaluation,477,0.7882599580712788,0.751503006012024,0.8264658683429987,0.052007405910107586,0.14812299755371156,1.2009647051641847,2024-08-26,2026-09-09,-0.00023419737741664636,-0.0010488602227949014,0.0005488207395633426,동률
sk_hynix,1,1,conformal_w500,evaluation,evaluation,477,0.7924528301886793,0.7534068285145455,0.8343952469008973,0.05220870939534368,0.14810387310264134,1.2059797547059314,2024-08-26,2026-09-09,-0.000253321828486873,-0.001000774795748103,0.00045816908005108135,동률
sk_hynix,1,1,aci_g0.005_w250,evaluation,evaluation,477,0.80083857442348,0.7607217986666784,0.8431141631374811,0.05595983795370169,0.15027387773450138,1.2680842964579488,2024-08-26,2026-09-09,0.0019166828033731734,-0.00016417888184903765,0.004531945135091268,동률
sk_hynix,1,1,aci_g0.005_w500,evaluation,evaluation,477,0.7945492662473794,0.7542964271089271,0.8383853876185164,0.05413875756139499,0.14910311019512182,1.2372214739705596,2024-08-26,2026-09-09,0.0007459152639936046,-0.0005573992786131116,0.0022303356251935037,동률
sk_hynix,1,1,aci_g0.02_w250,evaluation,evaluation,477,0.8050314465408805,0.7656241599462366,0.8480210851720547,0.05615766427752673,0.1503929785612316,1.2912445191894613,2024-08-26,2026-09-09,0.0020357836301033894,0.0004793261438739287,0.0035500429423433364,점수 열위
sk_hynix,1,1,aci_g0.02_w500,evaluation,evaluation,477,0.8029350104821803,0.7653043948956557,0.8444478527607362,0.05513683739978698,0.14965929397092426,1.2731370078624247,2024-08-26,2026-09-09,0.0013020990397960555,-0.0002783452869641463,0.0028291692980694574,동률
sk_hynix,1,1,sigma_har,evaluation,evaluation,477,0.7924528301886793,0.7489624385840032,0.8333333333333334,0.057739520198990514,0.1549588806542478,5.729116020072519,2024-08-26,2026-09-09,0.006601685723119569,-0.0024855540594615547,0.017681537059860905,동률
sk_hynix,1,1,current,sequential_all,sequential_all,953,0.8121720881427072,0.7829773005866386,0.8399178437422701,0.04174350608534416,0.11812287492066932,1.254905455147167,2022-09-19,2026-09-09,,,,
sk_hynix,1,1,trailing_q_w250,sequential_all,sequential_all,953,0.7974816369359916,0.7688183417517814,0.8234058296972696,0.041146410254742964,0.11868497297384424,1.2180039023339786,2022-09-19,2026-09-09,0.0005620980531749396,-0.00022105721727723698,0.0014816878671729174,동률
sk_hynix,1,1,conformal_w250,sequential_all,sequential_all,953,0.8006295907660022,0.7720032989169259,0.8272277653296655,0.041557937475389925,0.11872615164924452,1.2320853043038913,2022-09-19,2026-09-09,0.0006032767285752333,-0.00017289597851423275,0.0015688996933376656,동률
sk_hynix,1,1,trailing_q_w500,sequential_all,sequential_all,953,0.7932843651626443,0.7652157444005271,0.8191633055364623,0.0404509293590492,0.11799668624096579,1.2112184274457216,2022-09-19,2026-09-09,-0.00012618867970353099,-0.00058483384767003,0.00033005528517300847,동률
